d,date,wm_yr_wk,weekday,wday,month,year,d,snap_CA,snap_TX,snap_WI
d_1887,2016-03-29,11609,Tuesday,4,3,2016,d_1887,0,0,0
d_1888,2016-03-30,11609,Wednesday,5,3,2016,d_1888,0,0,0
d_1889,2016-03-31,11609,Thursday,6,3,2016,d_1889,0,0,0
d_1890,2016-04-01,11609,Friday,7,4,2016,d_1890,1,1,0
d_1891,2016-04-02,11610,Saturday,1,4,2016,d_1891,1,0,1
d_1892,2016-04-03,11610,Sunday,2,4,2016,d_1892,1,1,1
d_1893,2016-04-04,11610,Monday,3,4,2016,d_1893,1,0,0
d_1894,2016-04-05,11610,Tuesday,4,4,2016,d_1894,1,1,1
d_1895,2016-04-06,11610,Wednesday,5,4,2016,d_1895,1,1,1
d_1896,2016-04-07,11610,Thursday,6,4,2016,d_1896,1,1,0
d_1897,2016-04-08,11610,Friday,7,4,2016,d_1897,1,0,1
d_1898,2016-04-09,11611,Saturday,1,4,2016,d_1898,1,1,1
d_1899,2016-04-10,11611,Sunday,2,4,2016,d_1899,1,0,0
d_1900,2016-04-11,11611,Monday,3,4,2016,d_1900,0,1,1
d_1901,2016-04-12,11611,Tuesday,4,4,2016,d_1901,0,1,1
d_1902,2016-04-13,11611,Wednesday,5,4,2016,d_1902,0,1,0
d_1903,2016-04-14,11611,Thursday,6,4,2016,d_1903,0,0,1
d_1904,2016-04-15,11611,Friday,7,4,2016,d_1904,0,1,1
d_1905,2016-04-16,11612,Saturday,1,4,2016,d_1905,0,0,0
d_1906,2016-04-17,11612,Sunday,2,4,2016,d_1906,0,0,0
d_1907,2016-04-18,11612,Monday,3,4,2016,d_1907,0,0,0
d_1908,2016-04-19,11612,Tuesday,4,4,2016,d_1908,0,0,0
d_1909,2016-04-20,11612,Wednesday,5,4,2016,d_1909,0,0,0
d_1910,2016-04-21,11612,Thursday,6,4,2016,d_1910,0,0,0
d_1911,2016-04-22,11612,Friday,7,4,2016,d_1911,0,0,0
d_1912,2016-04-23,11613,Saturday,1,4,2016,d_1912,0,0,0
d_1913,2016-04-24,11613,Sunday,2,4,2016,d_1913,0,0,0
d_1914,2016-04-25,11613,Monday,3,4,2016,d_1914,0,0,0
d_1915,2016-04-26,11613,Tuesday,4,4,2016,d_1915,0,0,0
d_1916,2016-04-27,11613,Wednesday,5,4,2016,d_1916,0,0,0
d_1917,2016-04-28,11613,Thursday,6,4,2016,d_1917,0,0,0
d_1918,2016-04-29,11613,Friday,7,4,2016,d_1918,0,0,0
d_1919,2016-04-30,11614,Saturday,1,4,2016,d_1919,0,0,0
d_1920,2016-05-01,11614,Sunday,2,5,2016,d_1920,1,1,0
d_1921,2016-05-02,11614,Monday,3,5,2016,d_1921,1,0,1
d_1922,2016-05-03,11614,Tuesday,4,5,2016,d_1922,1,1,1
d_1923,2016-05-04,11614,Wednesday,5,5,2016,d_1923,1,0,0
d_1924,2016-05-05,11614,Thursday,6,5,2016,d_1924,1,1,1
d_1925,2016-05-06,11614,Friday,7,5,2016,d_1925,1,1,1
d_1926,2016-05-07,11615,Saturday,1,5,2016,d_1926,1,1,0
d_1927,2016-05-08,11615,Sunday,2,5,2016,d_1927,1,0,1
d_1928,2016-05-09,11615,Monday,3,5,2016,d_1928,1,1,1
d_1929,2016-05-10,11615,Tuesday,4,5,2016,d_1929,1,0,0
d_1930,2016-05-11,11615,Wednesday,5,5,2016,d_1930,0,1,1
d_1931,2016-05-12,11615,Thursday,6,5,2016,d_1931,0,1,1
d_1932,2016-05-13,11615,Friday,7,5,2016,d_1932,0,1,0
d_1933,2016-05-14,11616,Saturday,1,5,2016,d_1933,0,0,1
d_1934,2016-05-15,11616,Sunday,2,5,2016,d_1934,0,1,1
d_1935,2016-05-16,11616,Monday,3,5,2016,d_1935,0,0,0
d_1936,2016-05-17,11616,Tuesday,4,5,2016,d_1936,0,0,0
d_1937,2016-05-18,11616,Wednesday,5,5,2016,d_1937,0,0,0
d_1938,2016-05-19,11616,Thursday,6,5,2016,d_1938,0,0,0
d_1939,2016-05-20,11616,Friday,7,5,2016,d_1939,0,0,0
d_1940,2016-05-21,11617,Saturday,1,5,2016,d_1940,0,0,0
d_1941,2016-05-22,11617,Sunday,2,5,2016,d_1941,0,0,0
d_1942,2016-05-23,11617,Monday,3,5,2016,d_1942,0,0,0
d_1943,2016-05-24,11617,Tuesday,4,5,2016,d_1943,0,0,0
d_1944,2016-05-25,11617,Wednesday,5,5,2016,d_1944,0,0,0
d_1945,2016-05-26,11617,Thursday,6,5,2016,d_1945,0,0,0
d_1946,2016-05-27,11617,Friday,7,5,2016,d_1946,0,0,0
d_1947,2016-05-28,11618,Saturday,1,5,2016,d_1947,0,0,0
d_1948,2016-05-29,11618,Sunday,2,5,2016,d_1948,0,0,0
d_1949,2016-05-30,11618,Monday,3,5,2016,d_1949,0,0,0
d_1950,2016-05-31,11618,Tuesday,4,5,2016,d_1950,0,0,0
d_1951,2016-06-01,11618,Wednesday,5,6,2016,d_1951,1,1,0
d_1952,2016-06-02,11618,Thursday,6,6,2016,d_1952,1,0,1
d_1953,2016-06-03,11618,Friday,7,6,2016,d_1953,1,1,1
d_1954,2016-06-04,11619,Saturday,1,6,2016,d_1954,1,0,0
d_1955,2016-06-05,11619,Sunday,2,6,2016,d_1955,1,1,1
d_1956,2016-06-06,11619,Monday,3,6,2016,d_1956,1,1,1
d_1957,2016-06-07,11619,Tuesday,4,6,2016,d_1957,1,1,0
d_1958,2016-06-08,11619,Wednesday,5,6,2016,d_1958,1,0,1
d_1959,2016-06-09,11619,Thursday,6,6,2016,d_1959,1,1,1
d_1960,2016-06-10,11619,Friday,7,6,2016,d_1960,1,0,0
d_1961,2016-06-11,11620,Saturday,1,6,2016,d_1961,0,1,1
d_1962,2016-06-12,11620,Sunday,2,6,2016,d_1962,0,1,1
d_1963,2016-06-13,11620,Monday,3,6,2016,d_1963,0,1,0
d_1964,2016-06-14,11620,Tuesday,4,6,2016,d_1964,0,0,1
d_1965,2016-06-15,11620,Wednesday,5,6,2016,d_1965,0,1,1
d_1966,2016-06-16,11620,Thursday,6,6,2016,d_1966,0,0,0
d_1967,2016-06-17,11620,Friday,7,6,2016,d_1967,0,0,0
d_1968,2016-06-18,11621,Saturday,1,6,2016,d_1968,0,0,0
d_1969,2016-06-19,11621,Sunday,2,6,2016,d_1969,0,0,0
